"geomicrobiology" -- "biogeochemistry"
"space science" -- "astrophysics"
"heat pipes" -- "heat transfer"
"bariatric surgery" -- "obesity"
"systems analysis" -- "water resources management"
"policy analysis" -- "public policy"
"environmental biotechnology" -- "environmental microbiology"
"biology" -- "ecology"
"human rights" -- "asylum"
"human rights" -- "constitutional law"
"microbiota" -- "mucosal immunology"
"non-volatile memory" -- "computer architecture"
"philosophy of law" -- "legal theory"
"philosophy of law" -- "political philosophy"
"applied ecology" -- "conservation biology"
"gene therapy" -- "gene editing"
"gene therapy" -- "viral vectors"
"gene therapy" -- "retinal degeneration"
"concurrency" -- "formal methods"
"information visualization" -- "graph drawing"
"information visualization" -- "human-computer interaction"
"information visualization" -- "visual analytics"
"school choice" -- "education policy"
"social policy" -- "poverty"
"social policy" -- "welfare state"
"social policy" -- "social work"
"inorganic chemistry" -- "main group chemistry"
"inorganic chemistry" -- "coordination chemistry"
"inorganic chemistry" -- "materials chemistry"
"inorganic chemistry" -- "organometallic chemistry"
"internet of things" -- "cloud computing"
"internet of things" -- "smart cities"
"internet of things" -- "wireless sensor networks"
"biomedical informatics" -- "clinical research informatics"
"biomedical informatics" -- "ontologies"
"artificial pancreas" -- "diabetes"
"demography" -- "fertility"
"demography" -- "population studies"
"demography" -- "family sociology"
"demography" -- "social statistics"
"demography" -- "family"
"demography" -- "mortality"
"demography" -- "sociology"
"demography" -- "biodemography"
"performance" -- "theatre"
"phonetics" -- "laboratory phonology"
"phonetics" -- "speech technology"
"phonetics" -- "phonology"
"phonetics" -- "dialectology"
"phonetics" -- "prosody"
"phonetics" -- "forensic phonetics"
"phonetics" -- "linguistics"
"pharmaceutical policy" -- "pharmacoeconomics"
"paleoceanography" -- "paleoclimate"
"paleoceanography" -- "marine geology"
"plant evolution" -- "phylogenetics"
"dentistry" -- "orthodontics"
"dentistry" -- "oral medicine"
"dentistry" -- "prosthodontics"
"dentistry" -- "periodontics"
"social dilemmas" -- "cooperation"
"spin glasses" -- "statistical mechanics"
"biological control" -- "entomology"
"biological control" -- "pest management"
"contracts" -- "commercial law"
"hemostasis" -- "hematology"
"hemostasis" -- "thrombosis"
"sensor networks" -- "wireless ad hoc"
"sensor networks" -- "ad hoc"
"disasters" -- "natural hazards"
"mems" -- "nanomanufacturing"
"mems" -- "sensors"
"mems" -- "inertial sensors"
"mems" -- "microfabrication"
"mems" -- "microsystems"
"mems" -- "microfluidics"
"mems" -- "nems"
"mems" -- "biomedical devices"
"mems" -- "moems"
"altitude" -- "hypoxia"
"reverse engineering" -- "cad"
"geotechnical engineering" -- "geoenvironmental engineering"
"geotechnical engineering" -- "soil mechanics"
"geotechnical engineering" -- "engineering geology"
"geotechnical engineering" -- "soil dynamics"
"geotechnical engineering" -- "geomechanics"
"geotechnical engineering" -- "pavement engineering"
"geotechnical engineering" -- "ground improvement"
"geotechnical engineering" -- "offshore engineering"
"geotechnical engineering" -- "unsaturated soils"
"geotechnical engineering" -- "civil engineering"
"emotional learning" -- "social"
"history of architecture" -- "architecture"
"rehabilitation" -- "occupational therapy"
"rehabilitation" -- "physical medicine"
"rehabilitation" -- "stroke"
"rehabilitation" -- "physical therapy"
"rehabilitation" -- "physiotherapy"
"space" -- "architecture"
"quantitative methods" -- "social stratification"
"child-computer interaction" -- "human-computer interaction"
"guidance navigation" -- "control"
"quantum groups" -- "hopf algebras"
"quantum groups" -- "noncommutative geometry"
"quantum groups" -- "representation theory"
"translation" -- "terminology"
"rna polymerase" -- "transcription"
"mammals" -- "conservation biology"
"vlsi design" -- "testing"
"vlsi design" -- "hardware security"
"international trade" -- "foreign direct investment"
"international trade" -- "fdi"
"international trade" -- "industrial organization"
"international trade" -- "trade policy"
"wastewater" -- "water"
"implementation" -- "dissemination"
"foundations of physics" -- "philosophy of science"
"intellectual property rights" -- "innovation"
"paleontology" -- "paleoecology"
"paleontology" -- "stratigraphy"
"paleontology" -- "extinction"
"nonlinear dynamics" -- "chaos"
"child welfare" -- "juvenile justice"
"child welfare" -- "child maltreatment"
"mineral processing" -- "flotation"
"online learning" -- "distance education"
"online learning" -- "moocs"
"practical reason" -- "ethics"
"cell signaling" -- "cancer"
"hydrological modeling" -- "hydrology"
"clustering" -- "data mining"
"clustering" -- "classification"
"turbulence" -- "environmental fluid mechanics"
"turbulence" -- "numerical simulation"
"turbulence" -- "compressible flow"
"turbulence" -- "large eddy simulation"
"turbulence" -- "fluid dynamics"
"turbulence" -- "direct numerical simulation"
"turbulence" -- "boundary layer"
"turbulence" -- "fluid mechanics"
"turbulence" -- "mixing"
"handwriting recognition" -- "pattern recognition"
"computational aeroacoustics" -- "computational fluid dynamics"
"restoration" -- "wetlands"
"archaeology" -- "geoarchaeology"
"archaeology" -- "anthropology"
"archaeology" -- "rock art"
"archaeology" -- "landscape archaeology"
"archaeology" -- "neolithic"
"archaeology" -- "andes"
"archaeology" -- "ancient history"
"archaeology" -- "pottery"
"archaeology" -- "paleoethnobotany"
"archaeology" -- "prehistory"
"archaeology" -- "heritage"
"archaeology" -- "mesoamerica"
"archaeology" -- "archaeological science"
"archaeology" -- "historical archaeology"
"archaeology" -- "material culture"
"archaeology" -- "archaeometry"
"archaeology" -- "egyptology"
"automata" -- "logic"
"quaternary science" -- "geomorphology"
"quaternary science" -- "tephrochronology"
"qualitative research" -- "nursing"
"language variation" -- "sociolinguistics"
"dengue" -- "mosquitoes"
"small business" -- "entrepreneurship"
"path planning" -- "crowd simulation"
"path planning" -- "motion planning"
"optimization under uncertainty" -- "operations research"
"archives" -- "special collections"
"archives" -- "digital preservation"
"social media" -- "emergency management"
"social media" -- "facebook"
"social media" -- "mobile technology"
"social media" -- "internet studies"
"social media" -- "blogs"
"social media" -- "public relations"
"social media" -- "twitter"
"social media" -- "journalism"
"corporate governance" -- "corporate finance"
"corporate governance" -- "mergers"
"corporate governance" -- "company law"
"corporate governance" -- "top management teams"
"corporate governance" -- "earnings management"
"corporate governance" -- "corporate social responsibility"
"corporate governance" -- "ifrs"
"corporate governance" -- "strategic leadership"
"corporate governance" -- "acquisitions"
"corporate governance" -- "boards of directors"
"corporate governance" -- "corporate law"
"religion" -- "secularization"
"religion" -- "politics"
"religion" -- "sociology of religion"
"religion" -- "islam"
"religion" -- "spirituality"
"fog computing" -- "cloud computing"
"health economics" -- "cost-effectiveness analysis"
"health economics" -- "health policy"
"health economics" -- "outcomes research"
"health economics" -- "labor economics"
"health economics" -- "cost-effectiveness"
"health economics" -- "health technology assessment"
"migration" -- "gender"
"migration" -- "citizenship"
"migration" -- "refugees"
"migration" -- "labour market"
"migration" -- "transnationalism"
"migration" -- "labour"
"migration" -- "population geography"
"migration" -- "turkey"
"migration" -- "multiculturalism"
"migration" -- "integration"
"brain-machine interfaces" -- "neural engineering"
"brain-machine interfaces" -- "neuroengineering"
"biosensors" -- "electrochemical sensors"
"biosensors" -- "microfluidics"
"biosensors" -- "nanobiotechnology"
"biosensors" -- "biofuel cells"
"biosensors" -- "aptamers"
"monetary theory" -- "macroeconomics"
"spect" -- "pet"
"family policy" -- "poverty"
"family policy" -- "child"
"precipitation" -- "cloud"
"visual perception" -- "visual neuroscience"
"visual perception" -- "psychophysics"
"acceptance" -- "commitment therapy"
"acceptance" -- "mindfulness"
"cognitive behavioral therapy" -- "anxiety"
"stem cell therapy" -- "tissue engineering"
"modeling" -- "simulation"
"astrophysics" -- "gravitational waves"
"astrophysics" -- "galaxies"
"astrophysics" -- "astronomy"
"ecotoxicology" -- "ecological risk assessment"
"ecotoxicology" -- "environmental toxicology"
"ecotoxicology" -- "environmental chemistry"
"regional economics" -- "urban"
"regional economics" -- "spatial econometrics"
"nuclear medicine" -- "medical physics"
"nuclear medicine" -- "positron emission tomography"
"nuclear medicine" -- "pet"
"nuclear medicine" -- "radiology"
"tribology" -- "friction"
"tribology" -- "wear"
"tribology" -- "tribocorrosion"
"tribology" -- "lubrication"
"reverse logistics" -- "supply chain management"
"social philosophy" -- "political philosophy"
"computational mechanics" -- "structural mechanics"
"computational mechanics" -- "isogeometric analysis"
"computational mechanics" -- "xfem"
"computational mechanics" -- "meshfree methods"
"computational mechanics" -- "finite element method"
"computational mechanics" -- "constitutive modeling"
"computational mechanics" -- "fracture mechanics"
"computational mechanics" -- "numerical methods"
"computational mechanics" -- "structural optimization"
"hpc" -- "gpgpu"
"international entrepreneurship" -- "international business"
"electrochemistry" -- "electrocatalysis"
"electrochemistry" -- "corrosion science"
"electrochemistry" -- "inorganic synthesis"
"electrochemistry" -- "nanomaterials"
"electrochemistry" -- "batteries"
"electrochemistry" -- "modified electrodes"
"post-editing" -- "machine translation"
"policy" -- "environmental politics"
"mitochondria" -- "oxidative stress"
"mitochondria" -- "calcium"
"mitochondria" -- "metabolism"
"plant reproduction" -- "evolutionary ecology"
"hydraulic engineering" -- "coastal engineering"
"wave propagation" -- "structural dynamics"
"social stratification" -- "life course"
"autonomic computing" -- "cloud computing"
"adolescence" -- "prevention"
"adolescence" -- "children"
"adolescence" -- "emerging adulthood"
"adolescence" -- "young adults"
"photovoltaic systems" -- "power electronics"
"agents" -- "multi-agent systems"
"mechanics of materials" -- "multifunctional materials"
"mechanics of materials" -- "solid mechanics"
"trust management" -- "security"
"cell mechanics" -- "physics of cancer"
"cell mechanics" -- "mechanotransduction"
"political sociology" -- "economic sociology"
"political sociology" -- "cultural sociology"
"political sociology" -- "social movements"
"language learning" -- "applied linguistics"
"glaciers" -- "climate"
"glaciers" -- "ice sheets"
"plant genomics" -- "plant genetics"
"phononic crystals" -- "metamaterials"
"molecular simulation" -- "nucleation"
"molecular simulation" -- "statistical mechanics"
"orthopaedics" -- "biomechanics"
"orthopaedics" -- "musculoskeletal"
"orthopaedics" -- "spine"
"theoretical physics" -- "particle physics"
"theoretical physics" -- "ultracold quantum gases"
"information science" -- "information behavior"
"information science" -- "bibliometrics"
"information science" -- "library"
"information science" -- "librarianship"
"pediatric hematology" -- "oncology"
"breast cancer" -- "cancer stem cells"
"breast cancer" -- "endocrine resistance"
"breast cancer" -- "metastasis"
"management accounting" -- "management control"
"management accounting" -- "performance measurement"
"spin dynamics" -- "magnetism"
"desalination" -- "wastewater treatment"
"desalination" -- "water treatment"
"desalination" -- "membranes"
"desalination" -- "membrane separation"
"disorders" -- "language development"
"quality of service" -- "computer networks"
"quality of service" -- "quality of experience"
"bioacoustics" -- "animal communication"
"bioacoustics" -- "marine mammals"
"geoarchaeology" -- "geomorphology"
"geoarchaeology" -- "environmental archaeology"
"international security" -- "international relations theory"
"international security" -- "international conflict"
"international security" -- "international relations"
"turbomachinery" -- "aerodynamics"
"chronic illness" -- "health psychology"
"organic photovoltaics" -- "ultrafast spectroscopy"
"organic photovoltaics" -- "organic electronics"
"organic photovoltaics" -- "perovskite solar cells"
"history" -- "philosophy of science"
"history" -- "theory of architecture"
"history" -- "france"
"probability theory" -- "financial mathematics"
"probability theory" -- "stochastic processes"
"probability theory" -- "mathematical finance"
"colloid science" -- "soft matter"
"tropical ecology" -- "conservation biology"
"tourism" -- "events"
"tourism" -- "leisure"
"tourism" -- "hospitality"
"tourism" -- "heritage"
"tourism" -- "travel"
"tourism" -- "sustainable tourism"
"vegetation ecology" -- "biodiversity"
"solid state chemistry" -- "crystallography"
"symptom management" -- "pain"
"quantum field theory" -- "string theory"
"x-ray diffraction" -- "crystallography"
"political geography" -- "urban geography"
"political geography" -- "borders"
"ontologies" -- "conceptual modeling"
"ontologies" -- "knowledge representation"
"sales" -- "marketing strategy"
"sales" -- "sales management"
"geometric group theory" -- "topology"
"geometric group theory" -- "low-dimensional topology"
"creep" -- "superplasticity"
"creep" -- "fatigue"
"linguistics" -- "sign language"
"linguistics" -- "syntax"
"linguistics" -- "spanish"
"linguistics" -- "semiotics"
"chinese economy" -- "development economics"
"digital human modeling" -- "ergonomics"
"regional planning" -- "urban"
"environmental" -- "resource economics"
"mixed-signal integrated circuits" -- "analog"
"non-communicable diseases" -- "global health"
"neuromorphic engineering" -- "computational neuroscience"
"psychiatric epidemiology" -- "mental health"
"semantics" -- "syntax"
"theoretical computer science" -- "discrete mathematics"
"narrative" -- "storytelling"
"narrative" -- "identity"
"flow cytometry" -- "immunology"
"cloud computing" -- "big data"
"cloud computing" -- "performance engineering"
"cloud computing" -- "workflow management"
"cloud computing" -- "soa"
"cloud computing" -- "distributed computing"
"cloud computing" -- "virtualization"
"cloud computing" -- "mapreduce"
"cloud computing" -- "service computing"
"cloud computing" -- "cloud storage"
"gastroenterology" -- "inflammatory bowel disease"
"gastroenterology" -- "internal medicine"
"gastroenterology" -- "hepatology"
"gastroenterology" -- "endoscopy"
"health promotion" -- "physical activity"
"health promotion" -- "tobacco control"
"health promotion" -- "public health"
"laboratory medicine" -- "clinical chemistry"
"sports engineering" -- "biomechanics"
"evolutionary genetics" -- "speciation"
"glass transition" -- "soft matter"
"moocs" -- "learning analytics"
"communication" -- "media"
"communication" -- "signal processing"
"child health" -- "paediatrics"
"child health" -- "maternal"
"wind engineering" -- "structural dynamics"
"fluvial geomorphology" -- "sediment transport"
"text mining" -- "natural language processing"
"text mining" -- "data"
"hypertension" -- "diabetes"
"hypertension" -- "chronic kidney disease"
"hypertension" -- "kidney disease"
"portfolio management" -- "investments"
"atmospheric physics" -- "cloud physics"
"optical tweezers" -- "optics"
"schizophrenia" -- "bipolar disorder"
"thermal engineering" -- "cfd"
"neurocritical care" -- "stroke"
"brain networks" -- "neuroimaging"
"business" -- "management"
"participation" -- "governance"
"internal waves" -- "physical oceanography"
"cell" -- "tissue mechanics"
"cell" -- "molecular biology"
"climate dynamics" -- "physical oceanography"
"climate dynamics" -- "atmospheric dynamics"
"climate dynamics" -- "climate modeling"
"climate dynamics" -- "ocean-atmosphere interaction"
"climate dynamics" -- "climate variability"
"environmental nanotechnology" -- "environmental engineering"
"hygiene" -- "water"
"user modeling" -- "personality"
"genetic programming" -- "evolutionary computation"
"experimental philosophy" -- "moral psychology"
"experimental philosophy" -- "philosophy of mind"
"device modeling" -- "simulation"
"bioprinting" -- "tissue engineering"
"integrated circuits" -- "rf"
"integrated circuits" -- "bioelectronics"
"integrated circuits" -- "cmos"
"integrated circuits" -- "rfic"
"organic chemistry" -- "fluorine chemistry"
"organic chemistry" -- "flow chemistry"
"organic chemistry" -- "carbohydrate chemistry"
"organic chemistry" -- "medicinal chemistry"
"animal nutrition" -- "animal science"
"bridges" -- "concrete"
"statistical physics" -- "percolation theory"
"statistical physics" -- "complex systems"
"statistical physics" -- "network theory"
"statistical physics" -- "biological physics"
"statistical physics" -- "anomalous diffusion"
"homelessness" -- "housing"
"chemical engineering" -- "process design"
"chemical engineering" -- "catalysis"
"chemical engineering" -- "membrane science"
"chemical engineering" -- "particle technology"
"chemical engineering" -- "process intensification"
"mapreduce" -- "hadoop"
"molecular phylogenetics" -- "molecular evolution"
"soil fertility" -- "plant nutrition"
"atmospheric chemistry" -- "air pollution"
"atmospheric chemistry" -- "aerosols"
"information forensics" -- "security"
"sustainable design" -- "architecture"
"information retrieval" -- "data mining"
"information retrieval" -- "search"
"information retrieval" -- "semantic search"
"information systems" -- "business process management"
"information systems" -- "enterprise systems"
"information systems" -- "electronic commerce"
"information systems" -- "e-business"
"information systems" -- "knowledge management"
"hci" -- "ictd"
"hci" -- "cscw"
"hci" -- "hri"
"hci" -- "vr"
"library" -- "librarians"
"library" -- "information studies"
"library" -- "information literacy"
"flexible electronics" -- "printed electronics"
"flexible electronics" -- "stretchable electronics"
"dielectrophoresis" -- "microfluidics"
"neuroanatomy" -- "neurophysiology"
"evolutionary game theory" -- "cooperation"
"high-level synthesis" -- "fpga"
"teaching" -- "learning"
"thermal physiology" -- "exercise physiology"
"sex" -- "gender"
"ecological psychology" -- "perception"
"popular culture" -- "literature"
"assistive technology" -- "wheelchairs"
"assistive technology" -- "alternative communication"
"assistive technology" -- "accessibility"
"network management" -- "computer networks"
"biosynthesis" -- "natural products"
"welding" -- "physical metallurgy"
"welding" -- "residual stress"
"stochastic geometry" -- "wireless communications"
"pediatric surgery" -- "pediatric urology"
"traffic engineering" -- "traffic safety"
"traffic engineering" -- "transportation planning"
"nanoscale heat transfer" -- "thermoelectrics"
"energy harvesting" -- "piezoelectric"
"energy harvesting" -- "power management"
"ptsd" -- "anxiety"
"ptsd" -- "tbi"
"ptsd" -- "trauma"
"ptsd" -- "traumatic stress"
"ptsd" -- "veterans"
"ptsd" -- "military"
"crowdfunding" -- "crowdsourcing"
"accessibility" -- "usability"
"aerosols" -- "cloud physics"
"aerosols" -- "cloud"
"aerosols" -- "radiation"
"prosocial behavior" -- "social cognition"
"dietary assessment" -- "nutrition"
"family communication" -- "interpersonal communication"
"iot" -- "m2m"
"pharmacogenomics" -- "pharmacogenetics"
"asteroids" -- "planetary science"
"asteroids" -- "comets"
"diplomacy" -- "international relations"
"reuse" -- "wastewater treatment"
"thz" -- "terahertz"
"photocatalyst" -- "nanomaterials"
"environmental economics" -- "non-market valuation"
"environmental economics" -- "energy economics"
"environmental economics" -- "agricultural economics"
"environmental economics" -- "water economics"
"environmental economics" -- "resource economics"
"environmental economics" -- "ecological economics"
"industrial ecology" -- "life cycle assessment"
"industrial ecology" -- "ecological economics"
"digital geometry processing" -- "computer graphics"
"foresight" -- "innovation"
"visual analytics" -- "visualization"
"visual analytics" -- "data visualization"
"epistemology" -- "metaphysics"
"fpgas" -- "reconfigurable computing"
"ophthalmology" -- "optometry"
"ophthalmology" -- "visual science"
"ophthalmology" -- "retina"
"ophthalmology" -- "cornea"
"family firms" -- "family business"
"innate immunity" -- "macrophages"
"innate immunity" -- "host-pathogen interactions"
"innate immunity" -- "inflammation"
"evolutionary computation" -- "artificial intelligence"
"evolutionary computation" -- "swarm intelligence"
"evolutionary computation" -- "multi-objective optimization"
"evolutionary computation" -- "computational intelligence"
"quorum sensing" -- "biofilms"
"school counseling" -- "counselor education"
"protein dynamics" -- "protein folding"
"pharmaceutics" -- "drug delivery"
"speech technology" -- "speech synthesis"
"judgment" -- "decision making"
"nanocomposites" -- "polymers"
"sustainability" -- "life cycle assessment"
"sustainability" -- "corporate responsibility"
"electromyography" -- "motor control"
"science of science" -- "complex systems"
"status" -- "power"
"obesidade" -- "diabetes"
"obesidade" -- "nutrición"
"optimization" -- "operations research"
"optimization" -- "optimal control"
"optimization" -- "variational inequalities"
"optimization" -- "surrogate modeling"
"optimization" -- "control"
"optimization" -- "simulation"
"optimization" -- "variational analysis"
"optimization" -- "stochastics"
"virtual machines" -- "compilers"
"thermal comfort" -- "energy efficiency"
"thermal comfort" -- "building energy efficiency"
"organocatalysis" -- "organic synthesis"
"composite materials" -- "fracture mechanics"
"composite materials" -- "stress analysis"
"mechanobiology" -- "biomechanics"
"mechanobiology" -- "tissue engineering"
"coastal oceanography" -- "physical oceanography"
"civil" -- "environmental engineering"
"stylistics" -- "discourse analysis"
"process optimization" -- "process control"
"supramolecular chemistry" -- "crystal engineering"
"supramolecular chemistry" -- "molecular machines"
"supramolecular chemistry" -- "coordination chemistry"
"supramolecular chemistry" -- "molecular recognition"
"neotectonics" -- "structural geology"
"network protocols" -- "wireless sensor networks"
"suspensions" -- "rheology"
"technology enhanced learning" -- "learning analytics"
"technology enhanced learning" -- "cscl"
"special education" -- "inclusive education"
"special education" -- "applied behavior analysis"
"special education" -- "learning disabilities"
"special education" -- "inclusion"
"semiconductor lasers" -- "optoelectronics"
"comunicación audiovisual" -- "periodismo"
"pregnancy" -- "preeclampsia"
"pregnancy" -- "childbirth"
"coastal engineering" -- "sediment transport"
"coastal engineering" -- "tsunami"
"coastal engineering" -- "ocean engineering"
"coastal engineering" -- "water waves"
"condensed matter theory" -- "strongly correlated systems"
"ontology learning" -- "semantic web"
"film studies" -- "film theory"
"film studies" -- "media studies"
"business cycles" -- "macroeconomics"
"cancer" -- "hippo pathway"
"cancer" -- "metastasis"
"cancer" -- "hypoxia"
"cancer" -- "breast"
"cancer" -- "stem cells"
"cancer" -- "microrna"
"cancer" -- "epigenetics"
"cancer" -- "biomarkers"
"cancer" -- "angiogenesis"
"cancer" -- "screening"
"classics" -- "ancient history"
"statistical signal processing" -- "information theory"
"statistical signal processing" -- "estimation theory"
"institutional theory" -- "organization theory"
"biomarkers" -- "translational research"
"statistical relational learning" -- "machine learning"
"synthetic organic chemistry" -- "medicinal chemistry"
"wound healing" -- "regeneration"
"protein chemistry" -- "enzymology"
"bibliometrics" -- "science policy"
"bibliometrics" -- "research assessment"
"bibliometrics" -- "research evaluation"
"bibliometrics" -- "citation analysis"
"bibliometrics" -- "webometrics"
"sexual conflict" -- "sexual selection"
"vascular" -- "tissue engineering"
"water treatment" -- "advanced oxidation processes"
"water treatment" -- "disinfection"
"water treatment" -- "water chemistry"
"water treatment" -- "membrane filtration"
"tropical medicine" -- "infectious diseases"
"carbohydrate chemistry" -- "glycobiology"
"technology entrepreneurship" -- "innovation"
"andrology" -- "urology"
"latent variable models" -- "psychometrics"
"spine" -- "neurosurgery"
"methamphetamine" -- "addiction"
"luminescence" -- "lanthanides"
"luminescence" -- "spectroscopy"
"cycling" -- "transportation"
"multiple criteria decision making" -- "operations research"
"mixed signal design" -- "analog"
"fire engineering" -- "structural engineering"
"phylogeography" -- "systematics"
"social neuroscience" -- "theory of mind"
"social neuroscience" -- "affective neuroscience"
"social neuroscience" -- "oxytocin"
"social neuroscience" -- "social psychology"
"earthquake engineering" -- "reinforced concrete"
"earthquake engineering" -- "seismic design"
"earthquake engineering" -- "performance-based design"
"earthquake engineering" -- "structural dynamics"
"earthquake engineering" -- "structural reliability"
"earthquake engineering" -- "seismic retrofitting"
"earthquake engineering" -- "engineering seismology"
"earthquake engineering" -- "masonry structures"
"earthquake engineering" -- "structural engineering"
"inflammation" -- "cytokines"
"inflammation" -- "fibrosis"
"dynamical systems" -- "differential equations"
"dynamical systems" -- "bifurcation theory"
"dynamical systems" -- "chaos"
"dynamical systems" -- "ordinary differential equations"
"dynamical systems" -- "celestial mechanics"
"dynamical systems" -- "hamiltonian systems"
"dynamical systems" -- "fractal geometry"
"dynamical systems" -- "ergodic theory"
"reliability" -- "fault tolerance"
"quantum optics" -- "quantum communication"
"quantum optics" -- "quantum plasmonics"
"quantum optics" -- "entanglement"
"quantum optics" -- "circuit qed"
"quantum optics" -- "atomic physics"
"quantum optics" -- "quantum mechanics"
"quantum optics" -- "quantum information science"
"quantum optics" -- "quantum photonics"
"quantum optics" -- "cavity qed"
"quantum optics" -- "cavity optomechanics"
"quantum optics" -- "many-body physics"
"quantum optics" -- "nonlinear optics"
"quantum optics" -- "quantum information"
"quantum optics" -- "amo"
"quantum optics" -- "quantum physics"
"social network analysis" -- "community detection"
"social network analysis" -- "data mining"
"neuroethology" -- "neurobiology"
"neuroethology" -- "sensory biology"
"neuroethology" -- "animal behavior"
"cognitive modeling" -- "decision making"
"electron transfer" -- "photosynthesis"
"mobile security" -- "web security"
"biopolymers" -- "cellulose"
"human geography" -- "political ecology"
"human geography" -- "urban studies"
"human geography" -- "cultural geography"
"radiation therapy" -- "medical physics"
"radiation therapy" -- "dosimetry"
"evidence-based medicine" -- "meta-analysis"
"anaerobic digestion" -- "wastewater treatment"
"anaerobic digestion" -- "biogas"
"combinatorics on words" -- "formal languages"
"instruction" -- "information literacy"
"instruction" -- "curriculum"
"fisheries science" -- "fish ecology"
"stm" -- "afm"
"stm" -- "surface science"
"philosophy of science" -- "history of science"
"philosophy of science" -- "metaphysics"
"philosophy of science" -- "philosophy of biology"
"global health" -- "maternal health"
"global health" -- "health systems"
"wolbachia" -- "symbiosis"
"reputation management" -- "public relations"
"energy storage" -- "batteries"
"energy storage" -- "conversion"
"econophysics" -- "complex systems"
"csear" -- "social"
"cultural studies" -- "critical"
"cultural studies" -- "visual studies"
"cultural studies" -- "postcolonial studies"
"cultural studies" -- "performance studies"
"cultural studies" -- "media studies"
"cultural studies" -- "gender studies"
"cultural studies" -- "comparative literature"
"trapping" -- "laser cooling"
"cartography" -- "mapping"
"cartography" -- "gis"
"cartography" -- "geoinformatics"
"psychological anthropology" -- "medical anthropology"
"lean construction" -- "construction management"
"lean construction" -- "construction"
"marine chemistry" -- "chemical oceanography"
"sexual behavior" -- "hiv"
"palaeoceanography" -- "palaeoclimatology"
"bladder cancer" -- "urologic oncology"
"glycomics" -- "mass spectrometry"
"european union law" -- "international law"
"collaboration" -- "cscw"
"spatial analysis" -- "gis"
"lattice qcd" -- "nuclear physics"
"lipid membranes" -- "biophysics"
"financial history" -- "economic history"
"transcription factors" -- "gene regulation"
"applied microbiology" -- "biotechnology"
"chromatin biology" -- "epigenetics"
"rehabilitation robotics" -- "haptics"
"zooarchaeology" -- "taphonomy"
"zooarchaeology" -- "environmental archaeology"
"physiology" -- "pharmacology"
"cellulose" -- "lignin"
"international education" -- "comparative"
"haptics" -- "robotics"
"haptics" -- "teleoperation"
"haptics" -- "surgical robotics"
"design theory" -- "methodology"
"architectural theory" -- "architecture"
"architectural theory" -- "architectural history"
"network security" -- "traffic analysis"
"network security" -- "computational"
"network security" -- "cyber security"
"network security" -- "intrusion detection"
"network security" -- "privacy"
"protein folding" -- "intrinsically disordered proteins"
"protein folding" -- "protein misfolding"
"protein folding" -- "misfolding"
"animal communication" -- "social insects"
"animal communication" -- "animal behavior"
"groundwater" -- "hydrogeology"
"human genomics" -- "population genetics"
"e-participation" -- "e-government"
"soil" -- "erosion"
"soil" -- "nitrogen"
"soil" -- "groundwater remediation"
"linked data" -- "semantic web"
"linked data" -- "rdf"
"linked data" -- "web science"
"mesoscale meteorology" -- "data assimilation"
"mesoscale meteorology" -- "numerical weather prediction"
"electricity markets" -- "power system operation"
"electricity markets" -- "demand response"
"power system planning" -- "power system operation"
"quantitative genetics" -- "animal breeding"
"peace" -- "war"
"peace" -- "conflict"
"plant-microbe interactions" -- "plant pathology"
"computational economics" -- "macroeconomics"
"ceramics" -- "glass"
"ceramics" -- "mechanical properties"
"multimodality" -- "discourse analysis"
"laser cooling" -- "atomic physics"
"materials science" -- "nanotechnology"
"materials science" -- "engineering"
"materials science" -- "applied physics"
"materials science" -- "metallurgy"
"materials science" -- "physics"
"materials science" -- "electron microscopy"
"materials science" -- "polymer science"
"clinical microbiology" -- "antibiotic resistance"
"drug resistance" -- "tuberculosis"
"drug resistance" -- "malaria"
"lncrna" -- "epigenetics"
"periodismo" -- "comunicación política"
"periodismo" -- "journalism"
"periodismo" -- "redes sociales"
"periodismo" -- "comunicación"
"medical education" -- "clinical reasoning"
"medical education" -- "emergency medicine"
"medical education" -- "health professions education"
"sound" -- "music information retrieval"
"item response theory" -- "psychometrics"
"transcriptomics" -- "genomics"
"governance" -- "public administration"
"governance" -- "nonprofits"
"interfacial phenomena" -- "colloids"
"magnonics" -- "spin waves"
"magnonics" -- "spintronics"
"combinatorial optimization" -- "operations research"
"combinatorial optimization" -- "approximation algorithms"
"combinatorial optimization" -- "integer programming"
"combinatorial optimization" -- "metaheuristics"
"second language learning" -- "bilingualism"
"economics" -- "econometrics"
"sex differences" -- "stress"
"high-throughput sequencing" -- "genomics"
"soa" -- "bpm"
"soa" -- "web services"
"microwave engineering" -- "antennas"
"microwave engineering" -- "antenna design"
"exercise science" -- "sport"
"intersectionality" -- "gender"
"dye-sensitized solar cells" -- "perovskite solar cells"
"medical image analysis" -- "segmentation"
"medical image analysis" -- "computer aided diagnosis"
"medical image analysis" -- "computer vision"
"medical image analysis" -- "image registration"
"cscw" -- "sts"
"cscw" -- "cscl"
"resource allocation" -- "wireless communications"
"discrimination" -- "prejudice"
"psychoneuroendocrinology" -- "stress"
"health geography" -- "giscience"
"cognitive radio" -- "green communications"
"cognitive radio" -- "wireless communications"
"cognitive radio" -- "software defined radio"
"cognitive radio" -- "dynamic spectrum access"
"text summarization" -- "natural language processing"
